product_title,craft_type,material_cost,price,median_competitor_price,cost_floor,source
Premium Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1490.0,5950,7900,2200,synthetic_benchmark
Handcrafted Organic Handloom Linen Scarf with Tassels,Handloom Textile,3080.0,8500,10150,4400,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1540.0,5600,6900,2250,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1120.0,4000,5300,1650,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1580.0,3800,4400,2300,synthetic_benchmark
Custom Handmade Brass Diya Oil Lamp Hanging,Metalwork,600.0,1550,2050,950,synthetic_benchmark
Authentic Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,100.0,550,650,250,synthetic_benchmark
Custom Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,540.0,1500,1750,850,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,480.0,1200,1550,750,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,180.0,750,950,350,synthetic_benchmark
Premium Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,1030.0,2650,3150,1550,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,800.0,1850,2250,1200,synthetic_benchmark
Handmade 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,1420.0,3500,4200,2100,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,380.0,800,1050,650,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,930.0,2800,3200,1400,synthetic_benchmark
Traditional Noise Cancelling Over-Ear Studio Headphones,Electronics,560.0,1400,1650,900,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,780.0,1850,2450,1200,synthetic_benchmark
Authentic Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,970.0,2950,3750,1450,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,560.0,2100,2550,900,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,390.0,1200,1500,650,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,820.0,3050,3400,1250,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,560.0,1900,2450,900,synthetic_benchmark
Traditional Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,190.0,500,600,350,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1480.0,3400,4000,2150,synthetic_benchmark
Handmade Organic Handloom Linen Scarf with Tassels,Handloom Textile,3490.0,8650,10200,5000,synthetic_benchmark
Custom Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,2520.0,6550,7600,3650,synthetic_benchmark
Deluxe Cast Iron Artisan Skillet Fry Pan,Metalwork,720.0,1800,2150,1100,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,950.0,3000,3300,1450,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,2640.0,8000,8950,3800,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,520.0,1500,1900,850,synthetic_benchmark
Premium Handmade Kundan & Pearl Jhumka Earrings,Jewelry,750.0,2950,3350,1150,synthetic_benchmark
45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,910.0,1950,2400,1350,synthetic_benchmark
Deluxe Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,280.0,800,900,500,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,700.0,2500,2850,1100,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1930.0,7150,8000,2800,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,340.0,850,1050,600,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,820.0,2000,2600,1250,synthetic_benchmark
Traditional Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,200.0,900,1000,400,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1270.0,2700,3200,1900,synthetic_benchmark
Handcrafted Pochampally Ikat Handwoven Saree,Handloom Textile,2240.0,5750,6650,3250,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1490.0,3900,4750,2200,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1090.0,3100,3900,1650,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,1360.0,3400,4500,2000,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,540.0,1500,1700,850,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,340.0,1250,1600,600,synthetic_benchmark
Deluxe Noise Cancelling Over-Ear Studio Headphones,Electronics,1410.0,3400,4050,2050,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,470.0,1700,2100,750,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,760.0,1800,2150,1150,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,2660.0,7350,9600,3800,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,3290.0,9500,10900,4700,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2840.0,5900,7750,4100,synthetic_benchmark
Artisan Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,960.0,2650,3150,1450,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,470.0,1250,1400,750,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,930.0,2750,3300,1400,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,260.0,700,900,450,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,500.0,1750,2300,800,synthetic_benchmark
Artisan Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,520.0,1650,2050,850,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,70.0,550,600,200,synthetic_benchmark
Artisan Handmade Crocheted Cotton Baby Blanket,Embroidery,440.0,1200,1450,700,synthetic_benchmark
Custom 100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,770.0,2050,2750,1200,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,1190.0,2800,3150,1750,synthetic_benchmark
Premium Khadi Cotton Handloom Kurta for Men,Handloom Textile,480.0,1250,1400,750,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,700.0,2050,2650,1100,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,160.0,500,650,300,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1390.0,2450,2950,2050,synthetic_benchmark
Classic Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1400.0,3600,4750,2050,synthetic_benchmark
Artisan Handmade Crocheted Cotton Baby Blanket,Embroidery,530.0,1550,1750,850,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,2260.0,4500,5500,3250,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,250.0,900,1100,450,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1550.0,5350,5950,2250,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,650.0,1950,2150,1000,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,430.0,1300,1750,700,synthetic_benchmark
Authentic Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,2660.0,7700,9650,3800,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,1230.0,3650,4450,1800,synthetic_benchmark
Authentic Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,540.0,1350,1650,850,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,620.0,1500,1950,950,synthetic_benchmark
Artisan Handmade Brass Diya Oil Lamp Hanging,Metalwork,1230.0,2950,3300,1800,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,310.0,850,1150,550,synthetic_benchmark
Exquisite Sandalwood Carved Incense Stick Holder,Woodwork,880.0,2050,2650,1350,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,330.0,1200,1550,550,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,960.0,2350,2600,1450,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,240.0,950,1200,450,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,730.0,2200,2400,1100,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,180.0,750,950,350,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,2350.0,6450,8450,3400,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,960.0,2650,3300,1450,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,2580.0,7200,8350,3700,synthetic_benchmark
Vintage Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,360.0,1050,1150,600,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,960.0,3500,4450,1450,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,830.0,2700,3000,1250,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1460.0,3750,5000,2150,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,1080.0,2850,3700,1600,synthetic_benchmark
Handmade Traditional Temple Jewelry Gold Plated Pendant,Jewelry,730.0,1850,2450,1100,synthetic_benchmark
Deluxe Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,510.0,1600,1900,800,synthetic_benchmark
Custom Hand-Embroidered Chikankari Cotton Kurti,Embroidery,390.0,1200,1500,650,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,510.0,1400,1800,800,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1750.0,3700,4700,2550,synthetic_benchmark
Classic Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1080.0,2200,2600,1600,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,2200.0,8500,9700,3200,synthetic_benchmark
Premium Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,980.0,2450,3250,1450,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,1480.0,4600,5750,2150,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,1180.0,3150,3900,1750,synthetic_benchmark
Premium Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,280.0,650,800,500,synthetic_benchmark
Deluxe Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,180.0,650,850,350,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,930.0,2350,3000,1400,synthetic_benchmark
Classic Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,3250.0,6300,7200,4650,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,150.0,650,850,300,synthetic_benchmark
Eco-Friendly Handmade Brass Meenakari Enamel Bangles Set,Jewelry,590.0,2150,2400,950,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,900.0,2700,3250,1350,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1030.0,2750,3600,1550,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,820.0,2900,3750,1250,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,810.0,1900,2300,1250,synthetic_benchmark
Vintage 100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,860.0,1500,1850,1300,synthetic_benchmark
45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,390.0,1050,1150,650,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,910.0,2150,2850,1350,synthetic_benchmark
Exquisite 7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,830.0,2050,2700,1250,synthetic_benchmark
Custom Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1430.0,3250,3950,2100,synthetic_benchmark
65W GaN USB-C Fast Charger with Foldable Plug,Electronics,750.0,2050,2400,1150,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,1050.0,3350,4150,1550,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,900.0,3000,4000,1350,synthetic_benchmark
Premium Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1690.0,4250,4800,2450,synthetic_benchmark
Artisan Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,310.0,1050,1200,550,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,630.0,1600,1900,1000,synthetic_benchmark
Exquisite Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,210.0,900,1200,400,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,370.0,850,1050,600,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,3450.0,8600,10300,4950,synthetic_benchmark
Artisan Sandalwood Carved Incense Stick Holder,Woodwork,210.0,750,950,400,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,130.0,550,700,300,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,430.0,1250,1600,700,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,2770.0,6200,7700,4000,synthetic_benchmark
Vintage Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,740.0,2300,2900,1150,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,300.0,900,1200,500,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,260.0,950,1200,450,synthetic_benchmark
Authentic Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,280.0,950,1200,500,synthetic_benchmark
Traditional Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,3210.0,7250,8250,4600,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,2170.0,6950,7750,3150,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,670.0,1550,1900,1050,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,390.0,1050,1150,650,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,210.0,550,700,400,synthetic_benchmark
Handmade Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,620.0,1950,2400,950,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,270.0,750,950,500,synthetic_benchmark
Artisan Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,1130.0,4100,4900,1700,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,2630.0,8250,10100,3800,synthetic_benchmark
Exquisite Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1690.0,3700,4400,2450,synthetic_benchmark
Premium Sandalwood Carved Incense Stick Holder,Woodwork,450.0,1150,1300,750,synthetic_benchmark
Vintage Handmade Brass Diya Oil Lamp Hanging,Metalwork,310.0,1150,1300,550,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,570.0,1500,1800,900,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,220.0,500,650,400,synthetic_benchmark
Deluxe Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,90.0,450,550,250,synthetic_benchmark
Traditional Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,60.0,250,300,200,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1150.0,2800,3350,1700,synthetic_benchmark
Deluxe Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1430.0,3200,3750,2100,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,1200.0,3150,4100,1800,synthetic_benchmark
Traditional Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1750.0,5600,7500,2550,synthetic_benchmark
Handcrafted Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1570.0,5450,7250,2300,synthetic_benchmark
Traditional Jamdani Cotton Saree,Handloom Textile,3260.0,9500,12000,4650,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,1130.0,2650,3150,1700,synthetic_benchmark
Authentic Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,2020.0,4200,5100,2950,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,230.0,1050,1200,400,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,120.0,600,700,250,synthetic_benchmark
Carved Sheesham Wood Elephant Figurine,Woodwork,770.0,2550,2850,1200,synthetic_benchmark
Exquisite Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,900.0,2400,3100,1350,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,690.0,1600,2100,1050,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,320.0,1050,1300,550,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,750.0,2550,3200,1150,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1540.0,5450,7150,2250,synthetic_benchmark
Authentic USB-C to Lightning Braided Fast Sync Cable,Electronics,650.0,1300,1550,1000,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,930.0,2500,3200,1400,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,550.0,1650,1900,850,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,480.0,2100,2400,750,synthetic_benchmark
Deluxe 10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,1190.0,2350,2800,1750,synthetic_benchmark
Exquisite Handmade Brass Pooja Bell with Peacock Handle,Metalwork,410.0,1450,1800,650,synthetic_benchmark
Authentic Hand-Embroidered Chikankari Cotton Kurti,Embroidery,800.0,2400,2900,1200,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,2080.0,4200,5250,3000,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,490.0,1600,2000,800,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,840.0,1600,2000,1300,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,880.0,2300,2800,1350,synthetic_benchmark
Vintage Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,200.0,650,850,400,synthetic_benchmark
Vintage Handmade Kundan & Pearl Jhumka Earrings,Jewelry,2290.0,8250,11000,3300,synthetic_benchmark
Traditional Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,2160.0,4500,6050,3100,synthetic_benchmark
Handmade Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,1950.0,4900,6550,2850,synthetic_benchmark
Eco-Friendly Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,270.0,800,1050,500,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,200.0,600,750,400,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,800.0,1800,2300,1200,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,890.0,2200,2750,1350,synthetic_benchmark
Authentic Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,830.0,2350,2850,1250,synthetic_benchmark
Vintage Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,250.0,900,1150,450,synthetic_benchmark
Deluxe 7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,440.0,1000,1100,700,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1350.0,4800,5550,2000,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1020.0,2950,3250,1550,synthetic_benchmark
Exquisite Handmade Kundan & Pearl Jhumka Earrings,Jewelry,250.0,1050,1200,450,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,240.0,600,750,450,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,2090.0,7100,9250,3050,synthetic_benchmark
Eco-Friendly Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,190.0,750,950,350,synthetic_benchmark
